client_id,name,age,occupation,estimated_income,bank_loans,bank_deposits,total_deposits,total_assets
IND79787,"Brian Rose",78,"VP Marketing",64432.38,171612,192069.96,434598.49999999994,71192.64
IND62595,"Phillip Weaver",60,"Software Test Engineer II",30051.28,263905,0,20172.29,56787.28
IND25773,"Virginia Richardson",30,"Media Manager IV",305273.4,103715,535215.69,1137742.4,344899.9
IND46155,"Randy Kim",22,"Office Assistant II",45019.57,219767,216827.57,446417.68,47682.06
IND96756,"Jack Allen",71,"Speech Pathologist",56333.22,187736,342379.3,896603.95,84187.06
IND85245,"George Young",18,"Research Assistant III",200168.25,646341,455460.39,1029991.88,220916.75
IND21386,"Jason Cunningham",83,"Accounting Assistant II",111158.78,223158,197430.38,370036.8,139058.06
IND65402,"Fred Rivera",29,"Human Resources Assistant III",44187.81,288623,886280.21,1458357.93,45802.95
IND42622,"Joyce Nelson",56,"Administrative Assistant IV",180987.11,510409,307856.45,849631.0299999999,221588.36
IND83775,"Carl Thompson",65,"Desktop Support Technician",214416,1622900,1136002.86,2062258.25,223791.2
IND14543,"Peter Perry",28,"Geologist III",268503.7,249597,224557.82,523993.15,301939.06
IND54095,"Ruth Murphy",29,"Automation Specialist I",53747.14,801020,1207274.42,2137934.7299999995,69453.58
IND19003,"Anthony Alexander",23,"Senior Quality Engineer",58554.32,515202,817996.87,1374749.69,75294.95999999999
IND86759,"Douglas Washington",76,"Developer IV",91046.88,250849,317919.57,580579.8400000001,151733.28
IND56173,"Barbara Lynch",66,"Health Coach II",219372.75,485076,354800.46,758534.9400000001,238907.25
IND61687,"Jonathan Peterson",58,"Dental Hygienist",191378.08,147381,592417.14,1045689.73,196064.87
IND57908,"Sean Hall",74,"Staff Accountant IV",388597.51,54532,682831.26,1610676.45,441812.7
IND69220,"Harold Hanson",79,"Systems Administrator IV",59086.95,147802,397287.48,688780.9700000001,80104.04999999999
IND95487,"Karen Fields",20,"Web Designer IV",239451.31,315742,817822.45,1885069.33,258738.6
IND92968,"Jeffrey Hunt",50,"Registered Nurse",204807.93,193235,99197.93,289338.82,219852.78
IND62985,"Christopher Roberts",66,"Database Administrator III",47010.63,125581,302800.11,656890.72,71126.15
IND41456,"Jimmy Rogers",77,"Accountant IV",152255.71,969611,533783.81,978450.98,161607.77
IND63334,"Joshua Green",54,"Computer Systems Analyst I",66677.53,190207,30560.82,91293.66,71921.37
IND32903,"Justin Spencer",20,"Data Coordiator",289812.51,1395286,307346,519635.25,322170.22000000003
IND34986,"Joshua Castillo",28,"Accounting Assistant I",91074.65,144419,160532.36,362405.96,93648.4
IND72265,"Steve Coleman",37,"Engineer IV",260992.4,1088127,955895.97,1947814.18,269074.32
IND64873,"Fred Cook",30,"Chief Design Engineer",101348.59,829954,1036987.58,1704713.79,119121.4
IND30612,"Anne Collins",56,"Media Manager II",241800.88,831277,847815.68,1624867.2000000002,288367.06
IND56739,"Kenneth Lane",49,"Design Engineer",180547.3,1009199,1608492.25,2630770.2,186064.25999999998
IND71679,"Matthew Carroll",27,"Clinical Specialist",229404.53,560607,622655.3,1322928.8499999999,239770.08
IND69386,"Todd Roberts",60,"Cost Accountant",103516.88,565582,679740.56,1188383.35,113828.74
IND30675,"Phillip Howell",50,"Senior Developer",336905.38,497745,2065707.8,3494392.4899999998,362368.54
IND37613,"Chris Hunter",38,"Geologist III",233819.66,731122,671936.6,1598922.93,286110.14
IND32828,"Patrick Howell",27,"Budget/Accounting Analyst III",378564.61,200108,412040.35,927002.97,430696.20999999996
IND59220,"Gerald Berry",36,"Help Desk Operator",129932.3,203371,811860.87,1447789.02,150731.4
IND25922,"Timothy Reed",73,"Computer Systems Analyst III",179621.37,1102867,2999025.75,4756995.199999999,215124.36
IND92034,"Samuel White",61,Operator,186049.5,564260,1298187.45,2404961.21,217523.1
IND33307,"Debra Morgan",35,"Project Manager",157446.17,952380,549847.65,982985.4600000001,180460.43000000002
IND25691,"Amanda Diaz",74,"Business Systems Development Analyst",29254.29,197442,290795.53,583259.81,48226.89
IND69736,"Angela Lynch",76,"Human Resources Assistant I",83536.49,772947,60890.81,139511.84,114731.76000000001
IND65318,"Todd Elliott",70,"Web Developer III",90262.4,855070,599215.26,1073989.8599999999,95066.79
IND83499,"Antonio Ray",47,"Statistician III",281572.34,330029,204193.22,527980.66,329555.63
IND74300,"Bruce Romero",79,"Accountant II",193275.84,896308,1523757.92,2740762.9,223320.24
IND47852,"Judy Gomez",84,"Software Engineer II",117097.79,215669,1765097.85,3158861.21,127196.64
IND43367,"Jessica Morris",58,"Web Developer II",76167.5,319086,213337.18,514293.34,89992.25
IND84211,"Scott Wells",65,"Product Engineer",162867.01,723810,1392924.89,2357773.63,173108.77000000002
IND27091,"Philip Moore",23,"Assistant Professor",245119.06,1314967,1356925.01,2329350.78,269539.9
IND84197,"Gerald Ramos",70,"Automation Specialist IV",52308.75,187186,639661.31,1201512.58,58415
IND97134,"Jeffrey Morgan",39,"Human Resources Assistant IV",99791.1,199698,217372.23,679487.3799999999,125917.89000000001
IND68544,"Johnny Butler",40,Operator,50314.34,492920,430835.28,856077.13,57764.02
IND96321,"Heather Perez",21,"Computer Systems Analyst IV",69314.13,60762,77182.19,239235.47000000003,100344.61
IND94055,"Ryan Weaver",55,"Nuclear Power Engineer",162947.68,376735,500375.94,958676.7399999999,194222.47999999998
IND48964,"Douglas Hughes",28,"Nurse Practicioner",67440.8,615935,413381.57,765390.42,96140.1
IND28345,"Rachel Collins",47,"Account Representative II",62701.19,960389,324926.87,643859.88,88607.89
IND93272,"Elizabeth Diaz",21,Teacher,75789.87,246725,60243.15,191862.61,95943.87
IND58727,"Christina Larson",78,"VP Accounting",59484.36,472832,388803.81,737534.3200000001,77223.36
IND47871,"Brandon Chapman",53,"Tax Accountant",169625.7,402941,282744.04,540173.75,190742.14
IND24899,"Sean Morrison",65,"Health Coach II",278807.46,710284,1247794.69,2065758.2,319443.09
IND58197,"Roy Dunn",59,"Compensation Analyst",178150.43,1312816,758087.11,1606308.7699999998,211991.69
IND59695,"Donna Hamilton",50,"Structural Analysis Engineer",64608.77,247860,179229.07,396563.22000000003,85803.9
IND29786,"Brandon Roberts",32,"Safety Technician III",62206.71,377944,287770.65,526735.12,64390.869999999995
IND59107,"Mary Burns",43,"Research Assistant III",165861.45,576419,120211.37,310071.06,213468.75
IND37582,"Phillip Fox",49,"Web Developer II",387478.11,1834709,1716590.68,3125857.05,443373.94999999995
IND72283,"Tina Reid",45,"Software Engineer III",74128.42,938480,751406.77,1397280.7100000002,101747.44
IND74203,"Russell Day",28,"Statistician II",115567.05,382480,260085.75,509007.59,132824.55
IND50994,"Ralph Garcia",59,"Web Designer III",183064.32,444775,567228.21,1390420.83,204985.12
IND58185,"Anthony Anderson",73,"Junior Executive",154619.52,261803,1137025.72,1990224.51,179820.78
IND43545,"Lawrence Evans",47,"Administrative Assistant III",61730.31,76568,322752.23,519779.33999999997,67428.06
IND83063,"Frank Owens",25,"Statistician III",290003.44,991962,446223.12,882077.4,304493.5
IND15980,"Lawrence Vasquez",79,"Clinical Specialist",67416.15,678840,51260.52,92486.85999999999,75469.65
IND35484,"Jack White",67,"Budget/Accounting Analyst II",208955.64,76187,122186.43,299420,231071.16
IND79472,"Melissa Rivera",63,"Recruiting Manager",94710.69,239733,122771.65,296637.57,112050.09
IND93672,"Steve Alvarez",73,"Biostatistician II",78349.89,491589,1012079.53,1902591.26,102342.68
IND88113,"Gloria Roberts",77,"Staff Scientist",114059.46,208829,380343.23,899433.32,126713.92000000001
IND53799,"Martin Phillips",75,"Automation Specialist II",261751.35,420312,1215970.98,1951005.42,289199.03
IND41887,"Martin Stephens",48,"Web Developer I",318685.72,1461718,2830536.61,4556323.62,357234.16
IND88761,"Richard Knight",35,"Executive Secretary",284371.28,1183884,1689110.1,3009411.96,326557.52
IND40435,"Robert Sims",39,"Statistician III",73123.68,410214,984888,1625419.4,83741.68
IND56106,"Jessica Howard",42,"Senior Developer",59404.8,318362,77122.46,215455.89,94868.4
IND41735,"John Howell",54,"Accounting Assistant I",324937.61,1019102,1485047.93,2390556.9899999998,376284.32
IND90777,"Mildred Austin",40,"Civil Engineer",220770.81,493160,123042.75,356559.16,263034.81
IND51577,"Carlos Miller",48,"Human Resources Assistant IV",57704.98,212866,279791.28,501259.32000000007,60022.98
IND80436,"Paul Powell",32,"Geologist I",132696.47,1769471,894793.43,1686645.5900000003,167914.07
IND79704,"Harold Marshall",45,"Physical Therapy Assistant",183957.47,988246,3085020.89,5252111.78,257188.16999999998
IND15664,"Ann GoPKRales",56,"Legal Assistant",233672.19,89811,122739.52,244023.23000000004,237910.6
IND94938,"Russell Gray",45,"Senior Developer",77013.08,379049,595996.58,1099341.0199999998,101714.42
IND80870,"Jean Stevens",56,"Financial Analyst",152911.47,464468,303466.76,796107.26,170452.59
IND58524,"Howard Coleman",85,"Systems Administrator IV",295561.36,896416,217504.28,430813.05000000005,327367.63
IND73247,"Lisa Carroll",38,"Biostatistician III",314447.35,408233,513488.66,1096021.2,359296.05
IND49380,"Todd Weaver",20,Actuary,126478.24,507764,126186.06,245657.16,146048.24
IND32752,"Harold Ruiz",45,"Cost Accountant",92351.2,145044,120010.97,341792.38,101140.01
IND79491,"Judith Fox",50,"Data Coordiator",101642.35,1462139,107265.81,265148.12,126899.40000000001
IND52559,"Paul Sims",83,"Associate Professor",58759.68,242466,140284.2,259222.80000000002,60980.08
IND94127,"Kenneth Black",79,"Financial Analyst",146332.45,347273,152112.11,437391.33,159268.45
IND59774,"Antonio Fisher",62,"Software Test Engineer II",168353.24,56409,499909.49,1166239.03,233566.69999999998
IND61218,"Jeffrey Allen",56,"Nurse Practicioner",256284.54,566088,133212.48,368903.16000000003,278482.94
IND28314,"Eric Ward",59,"Community Outreach Specialist",78234.39,667560,391853.14,702546.78,103992.43
IND76099,"Rose West",54,"Computer Systems Analyst III",384857.81,509150,600057.98,1485881.64,437963.81
IND58197,"Samuel Alvarez",32,"Assistant Manager",130428.61,817001,1066417.1,1861697.1400000001,142177.57
IND79892,"Ronald Payne",66,"Structural Analysis Engineer",37133.18,392385,470678.85,783636.11,42405.5
IND39781,"Joseph Riley",76,"Programmer Analyst I",53516.56,383122,329499.38,571828.5,70336.87
IND35995,"Albert Wells",84,"Engineer III",203494.93,792428,310706.37,580896.32,240925.53999999998
IND42566,"Gregory GoPKRalez",56,"Web Designer III",168569.04,1035797,2232448.41,3852778.91,184308.33000000002
IND31753,"Angela Tucker",78,"Nurse Practicioner",110879.81,110951,186712.06,400784.16,126848.26999999999
IND53894,"Norma Hunter",77,"Software Test Engineer IV",212959.33,184617,23935.08,86514.29000000001,260375.49
IND56621,"Richard Campbell",53,"Engineer IV",91782.11,1039246,375968.35,818341.82,116940.41
IND76021,"Denise Hamilton",42,"Civil Engineer",130687.16,35953,45415.83,130390.89,154487.23
IND17070,"Susan Fowler",46,"Mechanical Systems Engineer",75941.86,240025,190655.69,347088.25,90237.1
IND37670,"Carolyn Black",68,"Structural Engineer",112975.62,687264,421426.09,905470.8700000001,144587.94
IND45617,"Ashley Franklin",70,"Safety Technician IV",311415.86,326967,969928.77,1772321.57,316685.45999999996
IND47563,"Alice Marshall",47,"Environmental Tech",514809.57,153204,745757.79,1536153.56,537110.13
IND46352,"Michael Alexander",27,"Registered Nurse",78509.67,465384,673491.82,1127255.47,98622.63
IND52499,"Johnny Cruz",18,"Structural Engineer",313302.52,1012987,976104.23,1911326.07,335024.32
IND64778,"Linda Butler",73,"Computer Systems Analyst IV",69271.91,184785,167595.38,338657.22000000003,82818.31
IND83362,"Maria Welch",83,"Account Executive",44252.99,726570,527117.15,1013307.7200000001,89492.42
IND30786,"Victor Ellis",72,"Accounting Assistant IV",67695.6,960557,1233484.26,2163409.1799999997,71287.05
IND20476,"Jeffrey Wagner",56,"Health Coach I",193812.26,855234,2570251.9,3941472.3299999996,235070.76
IND69060,"Joyce Smith",75,"VP Accounting",148197.15,315686,119123.35,355330.04,184316.84999999998
IND17931,"Shawn Howell",84,"Statistician IV",289056.28,662878,444874.25,853241,343691.59
IND56891,"Aaron Reynolds",61,"Staff Accountant II",94483.25,51540,58388.05,163708.88,124324.65
IND37323,"Brandon Little",64,"Staff Accountant IV",38502.76,0,72128.93,151060.56,40291.840000000004
IND17259,"Jean Morgan",78,"Systems Administrator III",131489.18,601552,408648.56,858218.35,171254.9
IND24069,"Howard Little",17,"Human Resources Assistant II",84832.26,384710,392769.71,772887.76,102745.84
IND70868,"Linda Burke",42,"Engineer I",38807.25,608246,286374.44,586085.78,73970.25
IND94996,"Kenneth Bailey",40,"Statistician III",194389.86,678418,2178798.95,3647644.12,221885.71999999997
IND92018,"Todd Howell",70,"Marketing Assistant",71368.28,776907,1563534.99,3091062.8000000003,83882.78
IND40311,"Joshua Powell",22,"Senior Quality Engineer",155237.17,655011,193003.46,369703.24,210831.91
IND22076,"Kathy Barnes",32,"Structural Engineer",168014.18,533283,504571.64,1019425.93,194779.72999999998
IND88518,"Willie Greene",73,"Research Assistant IV",102181.31,1170740,1015970.51,1823556.1199999999,119347.03
IND67149,"Richard Hawkins",48,"Analog Circuit Design manager",61144.48,434022,153656.19,263666.92,64254.07000000001
IND94783,"Karen Nelson",78,"Project Manager",86398.74,913189,226275.8,565773.44,125054.37
IND28381,"Sean Morris",46,"GIS Technical Architect",69755.63,639722,602428,981963.63,89640.88
IND19580,"William Bishop",53,"Health Coach IV",405403.08,410860,327707.83,571484.8400000001,412201.38
IND96087,"Joseph Young",53,"Developer IV",135796.5,517134,43408.44,127841.31999999999,152651.5
IND38737,"Craig Lee",35,"Office Assistant I",231029.02,511206,319805.85,514576.35,259958.84
IND38628,"Steven Ryan",72,"Programmer Analyst II",110136.69,289776,398822.42,746010.02,115670.13
IND47104,"Timothy Peterson",24,"Associate Professor",134150.43,464695,1433363.94,2284144.0700000003,138909.3
IND35485,"Nancy Rogers",81,"Systems Administrator III",33391.89,194138,94195.9,250775.11,38807.229999999996
IND89040,"Earl Hart",78,"Database Administrator I",356326.52,1933191,1245486.49,2135929.7199999997,397105.27
IND41722,"Richard Moore",62,"Quality Engineer",133139.87,930496,2500209.69,4015444.65,168451.59
IND34939,"Kathy Patterson",64,"Web Designer I",131466.97,568476,963625.91,1976413.23,159050.33000000002
IND15036,"Chris Cox",21,"Database Administrator II",158341.71,209620,603125.13,1251686.8699999999,187899.72
IND80720,"Douglas Gibson",31,Nurse,180874.06,1371965,1340823.22,2835457.3899999997,247791.18
IND35191,"Jeremy Duncan",79,"Tax Accountant",82419.81,648407,780884.11,1308440.22,102256.13
IND83420,"Donna Frazier",53,Actuary,465670.73,1139666,740926.49,1793715.5999999999,503686.97
IND67155,"Gary Berry",81,"Accountant II",128955.65,746745,822927.45,1387389.6500000001,144107.5
IND53173,"Anthony Moore",63,Paralegal,98343.5,355391,88035.77,239971.53000000003,131480.58000000002
IND15625,"Russell Hansen",53,"Assistant Media Planner",196620.55,376984,2262231.9,3827574.4499999997,261180.69
IND33337,"Wanda Murray",74,"Safety Technician IV",291034.51,119244,250481.41,626993.1400000001,341663.24
IND40896,"Charles Tucker",69,"Automation Specialist I",142762.81,603533,1195910.28,1909984.78,150130.62
IND71163,"Aaron Burke",30,"Safety Technician III",87475.5,254842,227890.45,654174.06,126410
IND78424,"Julie Snyder",26,"GIS Technical Architect",155729.63,816918,853648.42,1739506.01,185016.34
IND41219,"Wayne Bennett",72,"Assistant Professor",79782.49,398698,361620.07,697257.13,86061.53
IND62450,"Paul Snyder",68,"Software Test Engineer I",234707.17,260405,68640.03,178785.03,260012.41
IND67674,"Heather Shaw",72,"Sales Associate",72706.79,269847,94217.52,264973.92000000004,109088.20999999999
IND14696,"Mary Wright",78,"Programmer Analyst IV",177519.51,472207,294577.43,557253.23,182180.87
IND39582,"Aaron Williams",17,"Chief Design Engineer",154263.77,75552,208376.06,573323.35,176622.08
IND55512,"Andrew Young",17,"Office Assistant II",99666.75,174924,1102563.17,1845537.5399999998,110036.75
IND58447,"Alan Nichols",63,"Programmer II",266276.84,825052,2217834.37,3596893.3000000003,283891.10000000003
IND66908,"Larry Snyder",61,"Payment Adjustment Coordinator",265427.26,840128,1030232.56,1964494.2,291618.22000000003
IND93572,"Emily Stewart",80,"Health Coach I",84421.46,159328,173284.95,545241.46,119889.62000000001
IND70604,"Bobby Gutierrez",79,"Web Designer I",49503.77,135150,413227.38,785381.91,70351.1
IND28563,"Stephen Freeman",33,Professor,291792.24,78291,1937545.94,3123188.3000000003,328345.02
IND44786,"Justin Romero",41,"Electrical Engineer",46821.12,947425,117015.78,280436.05000000005,74167.32
IND79851,"Debra Nichols",71,"Safety Technician I",285375.49,713653,341798.75,657282.2,341689.32999999996
IND24079,"Joshua Bennett",56,"Help Desk Operator",72070.73,152068,208859.64,443209.41000000003,89761.61
IND15798,"Jesse Tucker",67,"Automation Specialist II",98374.08,544636,994585.04,1733316.11,119386.38
IND37241,"Ruby Wallace",64,"Internal Auditor",91243.06,125707,0,954.04,93393.11
IND86966,"Cheryl Hunter",62,"Software Consultant",471052.35,1451497,2021380.94,3922992.02,480318.75
IND71164,"Ralph Porter",60,"Database Administrator I",35337.22,705853,119341.2,223129.89,41502.67
IND40932,"Martha Reynolds",73,"Accountant II",152280.52,773813,860495.02,1566495.74,165993.58
IND96715,"Gary King",80,"Desktop Support Technician",512987.8,2284896,436494.57,844666.8600000001,574503.58
IND50507,"Lisa Miller",69,"Systems Administrator II",91339.99,216549,47898.4,109945.46999999999,93465.33
IND38878,"Sarah Wright",32,Recruiter,159579.97,212778,336606.83,589657.03,184868.62
IND59922,"Frances Hughes",57,"Physical Therapy Assistant",181593.39,203307,307847.83,767009.2800000001,205656.80000000002
IND32848,"Keith Hernandez",23,Operator,30326.33,409137,211383.96,374020.42,32346.910000000003
IND22297,"James Ross",18,"Dental Hygienist",76587.3,822401,992388.86,1541153.89,93349.92
IND17713,"Charles Simmons",39,"Assistant Professor",75928.83,620326,1008769,1551018.4000000001,83904.59
IND25396,"Matthew Webb",69,"Administrative Assistant I",61750.34,761581,1156977.96,1992721.2199999997,106470.98
IND15088,"Margaret Coleman",42,"Systems Administrator III",286607.89,1737252,1822218.15,3164788.4299999997,308417.95
IND24185,"Anna Henry",85,"Physical Therapy Assistant",191841,703537,0,2736.8,213933.5
IND13182,"Jennifer Rice",30,"Web Developer III",97698.89,371536,338535.57,667444.89,121791.81
IND57459,"Cheryl Clark",25,Recruiter,342396.72,901248,350878.56,703421.5100000001,397085.22
IND60265,"Peter Diaz",68,"Structural Analysis Engineer",80765.88,78101,48562.8,142760.54,93907.08
IND98600,"Lori Webb",73,"Internal Auditor",176480.36,585187,260575.31,726470.15,211124.81
IND56505,"Kevin Williams",27,"Associate Professor",34363.72,608490,1264219.14,2071694.87,55543.45
IND24188,"Paula Young",31,"Programmer Analyst III",212002.5,705540,315219.34,706173.86,225941
IND66753,"Justin Robinson",75,"Analog Circuit Design manager",181525.44,1133014,156772.43,277393.71,215819.04
IND31161,"Stephen Murphy",60,"Human Resources Manager",61488.5,253956,292495.85,542722.8099999999,93033.14
IND74796,"Walter Duncan",59,"Accounting Assistant I",77567.8,260743,254105.56,614608.45,90214.28
IND18529,"Sean Ellis",39,"Data Coordiator",81291.16,1241203,1680247.96,2520229.28,91565.26000000001
IND45403,"Dorothy Harris",26,"Internal Auditor",129574.89,150914,514861.52,1190732.35,135681.54
IND57142,"Marilyn Webb",24,"Health Coach I",341325.33,477385,764580.54,1673439.37,355992.45
IND45470,"Wanda Robertson",44,"Health Coach II",146610.24,435339,96693.04,257189.31999999998,165602.63999999998
IND69975,"Linda Ramos",63,"Geologist I",62305.63,238816,143851.73,310601.88,64081.13
IND22525,"Brian Stewart",37,"Associate Professor",189742.77,193600,296574.4,573920.16,213350.47999999998
IND15624,"Maria King",36,"Office Assistant IV",491409.52,1468097,521357.75,941855.86,525586.09
IND85067,"Stephanie Baker",26,"Geologist II",297603.88,957890,655045.49,1452124.29,344836.45
IND53006,"Harold Kelly",75,"Safety Technician II",252612.86,311486,816460.51,1352308.06,280050.62
IND52186,"Joe Knight",74,"Database Administrator I",121293.88,1183418,0,5374.14,142015.8
IND99691,"Carl Gutierrez",64,"Developer IV",283076.28,434376,55301.51,170339.86000000002,327336.93000000005
IND35211,"Andrew Phillips",25,"Physical Therapy Assistant",110572.21,476102,37664.31,113630.8,128735.41
IND54677,"Amanda Myers",54,"Human Resources Assistant IV",62559.67,245561,206792.3,454780.15,89333.9
IND75463,"Patricia Mitchell",18,"Biostatistician I",200436.8,479104,1883360.08,3651839.04,263090.25
IND54309,"Arthur Fields",58,"Structural Analysis Engineer",144736.43,492107,702159.58,1607247.92,174097.84
IND32424,"Harold Knight",38,"Accountant I",117501.67,351718,1724459,2769992.41,151785.19
IND64425,"Nicole Porter",50,"Environmental Specialist",70908.01,441249,344791.35,712464.71,76735.37
IND63920,"Kathy Allen",84,"Community Outreach Specialist",64212.22,665377,307164.55,697830.6200000001,92184.78
IND57702,"Fred Cole",63,"Software Consultant",149346.65,590882,3359892.5,5534935.890000001,178567.72999999998
IND50366,"Raymond Williams",55,"Systems Administrator I",109855.48,458086,291375.61,523773.22,129503.68
IND35560,"Harold Butler",60,Librarian,103961.09,490614,862135.02,1329441.8299999998,124202.01
IND97501,"Albert George",24,"Environmental Tech",433365.49,980636,1390316.98,2819902.56,445140.07
IND50411,"George Johnston",67,"Geological Engineer",150898.04,284353,606505.38,1258562.4,169676.12
IND76102,"Jose King",28,"Research Assistant IV",139596.55,222969,540406.22,984019.5099999999,165716.53
IND56074,"Carl Peterson",62,"Occupational Therapist",141515.02,333745,103201.62,282397.14999999997,146342.25999999998
IND27011,"Heather Nguyen",69,"Biostatistician IV",66543.57,333472,126886.33,341276.60000000003,70624.59000000001
IND48221,"Nicholas Fox",79,"Financial Analyst",422382.63,1596543,1340974.79,2359666.0799999996,449226.72000000003
IND45884,"Jesse Frazier",60,"Dental Hygienist",488895.36,369137,878322.56,2040038.6300000001,494676.64
IND16593,"Mary Young",60,"Systems Administrator III",92607.75,102479,229116.2,433804.5,112442.75
IND32999,"Roger Hayes",18,"Staff Accountant II",328107.32,86324,1688758.59,2849903.85,363426.56
IND39671,"Jesse Perry",76,"GIS Technical Architect",59980.67,478753,503727.82,1165820.59,84167.63
IND65149,"Richard Grant",63,"Geologist II",96059.68,1309511,657336.87,1462389.0600000003,110361.09
IND87267,"Angela Williams",82,"Biostatistician IV",138340.67,533544,160695.23,393581.68,153111.14
IND69610,"Julie Barnes",84,"Developer II",145503.59,466533,499893.16,1010060.21,172537.34
IND80344,"Gary Morgan",51,"Biostatistician IV",138844.41,629978,286280.41,499479.79,161639.88
IND38207,"Margaret Bowman",50,"Computer Systems Analyst IV",87964.25,235674,95426.12,193048.11,116288.42
IND79637,"Eugene Boyd",57,"Analyst Programmer",187601.47,0,1268649.17,2236879.97,192362.68
IND29921,"Anne Bailey",18,"Statistician II",37871.02,93376,659353.32,1278761.38,72632.6
IND59198,"Brian Clark",63,"Environmental Tech",307054.44,531702,1112826.27,2401080.91,342083.34
IND19422,"Sean Harrison",35,"Programmer III",334843.23,2374318,3245233.13,5328485.649999999,403603.74
IND54707,"Michael Henry",54,"Programmer Analyst II",102583.5,939877,93238.9,178917.55,125319
IND20608,"Carolyn Hunt",53,Professor,99151.32,357978,600265.17,1264959.3900000001,127000.54000000001
IND98943,"Martha Robinson",41,"Media Manager IV",170208.96,313549,659087.25,1366172.92,200130.96
IND61538,"Henry Williamson",84,"Research Associate",156360.76,491420,256500.32,747976.76,193081.30000000002
IND78351,"Justin Bowman",51,"Software Test Engineer IV",254049.93,142988,1568622.87,2647134.41,261004.5
IND46289,"Doris Anderson",66,"Human Resources Assistant II",261771.18,785259,826021.01,1588717.2000000002,282385.77999999997
IND16285,"Frank Cole",77,"GIS Technical Architect",162652.13,158088,1305930.6,2358232.3800000004,199848.85
IND85859,"Joshua Robertson",40,"Dental Hygienist",230764.8,676956,381602.53,989428.23,252418.19999999998
IND86031,"Jessica King",72,"Sales Associate",316487.54,1133288,333646.22,863635.95,368396.42
IND65548,"Diane Riley",74,"Accountant IV",36006.03,862294,489630.62,934028.25,72846.39
IND28392,"Jeffrey Fuller",59,"Product Engineer",348927.59,684129,328315.76,782081.09,381349.31000000006
IND36665,"Alan Sims",26,"Data Coordiator",38281.04,1038516,1506675.71,2311506.26,65179.44
IND31739,"Christopher Price",65,"Human Resources Assistant IV",80225.54,947590,216390.4,357348.42,93075.64
IND68824,"Howard Patterson",52,"General Manager",484691,1236981,1407701.3,2452171.16,496064.06
IND81954,"Ralph Henderson",65,"Environmental Tech",139535.92,649611,1021773.49,1784574.79,198427.34000000003
IND57483,"Kevin Knight",65,"Engineer I",204212.28,139876,2532175.03,4158232.4,243360.44
IND58811,"Amanda Watkins",67,"Recruiting Manager",349188,692864,727295.44,1556010.09,398590.5
IND90712,"Michael Patterson",47,"Marketing Assistant",84800.04,1067368,3123544.47,5681337.290000001,131066.94
IND78657,"Nicholas Payne",30,"Account Representative III",114430.69,336785,26828.58,57772.66,129936.29000000001
IND77048,"Jennifer Barnes",66,Recruiter,170920.42,333446,752092.2,1547520.2,176436.97
IND80417,"Michael Nichols",48,"Community Outreach Specialist",321119.76,860889,391029.95,765940.99,369442.36
IND69214,"Gerald Harrison",30,"Software Engineer II",138366.66,1181014,2735303.73,4695404.55,164330.78
IND35051,"Ruth Kennedy",41,"Office Assistant III",139498.46,187628,911326.28,1575349.69,161312.18
IND29305,"Lillian King",29,"Human Resources Manager",292103.82,447035,1380431.11,2663496.3899999997,302143.17
IND81554,"Frances Bell",47,"Occupational Therapist",181982.24,231460,113852.16,325835.1,186540.08
IND76672,"Jesse Riley",47,"Account Representative IV",41258.88,540708,1292689.04,2372890.7600000002,72340.83
IND89391,"Gary Baker",35,"Software Engineer II",138442.89,258409,442275.47,1232357.74,143326.02000000002
IND95274,"Shirley Tucker",64,"Programmer III",116508.94,294888,21065.12,74264.23,130511.96
IND93078,"Theresa Burke",44,"Administrative Assistant I",111496.5,274664,329165.38,795082.52,118797.5
IND47843,"Carol Mason",38,"Budget/Accounting Analyst III",73812.6,328684,615087.98,1106838.2,83469.54000000001
IND93058,"Judith Burke",60,"Automation Specialist III",51971.25,61186,623735.06,1383298.03,76262.25
IND92239,"Dennis Long",85,"Speech Pathologist",90061.21,127662,433119.98,826562.1599999999,112957.29000000001
IND12702,"Shawn Austin",65,Actuary,112254.77,1414317,348082.73,625829.6699999999,121742.93000000001
IND54557,"Virginia Gardner",19,"Analog Circuit Design manager",200034.65,656478,396416.25,866916.91,236202.65
IND98387,"Dorothy Reed",72,"Compensation Analyst",468818.09,204628,80368.81,229614.27,500942.64
IND21698,"Susan Hawkins",64,"Human Resources Assistant I",102656.95,36117,149993.14,313539.87,113065.48
IND60028,"Susan Carter",21,"Engineer IV",58419.24,211535,288545.16,610194.91,91217.72
IND77518,"Robin Myers",72,"Office Assistant I",140855.22,669122,476404.09,1049239.1800000002,153854.68
IND81280,"Timothy Franklin",34,"Office Assistant III",303715.37,830988,3243585.67,5367559.35,340886.07
IND27009,"Richard Torres",40,"Senior Quality Engineer",67402.74,127332,429040.5,860179.76,69600.18000000001
IND29085,"Earl Ramos",48,"Account Representative III",50226.88,371798,33293.55,80105.85,68249.13
IND62329,"Harry Walker",83,"Administrative Assistant II",33952.28,284149,447927.9,767148.6,41348.6
IND35485,"Christopher Webb",17,"Software Test Engineer IV",284819.62,476517,885748.27,1867396.3,324721.3
IND23071,"Louise Hunt",58,"Physical Therapy Assistant",236893.51,842966,491151.7,1076981.3900000001,267791.23
IND49461,"Joan Allen",42,"Web Developer I",223656.45,486874,42186.43,108921.85,254402.69
